DimHalteID,StopID,StopName,Latitude,Longitude,City
1655,B00326P,Dukuh Atas 4,-6.204819,106.8221,Jakarta Pusat
1656,B05742P,Tip Top Rawamangun,-6.201153,106.88606,Jakarta Timur
1657,B04612P,Sekolah Al Wahyu Cibubur,-6.365855,106.88733,Jakarta Timur
1658,P00034,CBD Ciledug,-6.223629,106.70904,
1659,B05966P,Jembatan Muara Bahari,-6.1274,106.84813,Jakarta Utara
1660,B03396P,Kota Kasablanka,-6.224688,106.84246,Jakarta Selatan
1661,B03610P,Sbr. Grha Intirub,-6.265218,106.8758,Jakarta Timur
1662,B01014P,Jln. Ciujung Cideng Barat,-6.176346,106.81197,Jakarta Pusat
1663,B00684P,Graha Werdatama Pondok Labu,-6.309163,106.79461,Jakarta Selatan
1664,B02840P,Pintu Air Menteng,-6.19598,106.83266,Jakarta Pusat
1665,B04021P,Sbr. Masjid Al Fida Komodor Halim,-6.262977,106.88503,Jakarta Timur
1666,B03088P,Raya Condet Munggang 2,-6.274052,106.85559,Jakarta Timur
1667,B04350P,Sbr. SDN Kb. Jeruk 08,-6.198507,106.76694,Jakarta Barat
1668,B05290P,SMK Bina Darma DKI,-6.220551,106.92073,Jakarta Timur
1669,B01999P,Klinik Win Medika,-6.220127,106.89839,Jakarta Timur
1670,B01840P,Kartini,-6.199557,106.82891,Jakarta Pusat
1671,B06739P,SMP Tarakanita 5,-6.246421,106.794721,Jakarta Selatan
1672,B01409P,Jln. Mundu,-6.294375,106.88957,Jakarta Timur
1673,B05080P,Simpang Pluit Raya,-6.127123,106.80441,Jakarta Utara
1674,B02535P,Nusantara,-6.227142,106.88136,Jakarta Timur
1675,B03170P,RS Pusat Pertamina 2,-6.241189,106.79301,Jakarta Selatan
1676,B04381P,Sbr. Sekolah Bhineka Tunggal Ika,-6.15058,106.80752,Jakarta Barat
1677,B03944P,Sbr. Kimia Farma Grogol Utara,-6.226678,106.77849,Jakarta Selatan
1678,B03005P,Pulo Mas Residence,-6.175379,106.88744,Jakarta Timur
1679,B05311P,SMKN 28,-6.284944,106.79578,Jakarta Selatan
1680,B00938P,Jln. Bina Harapan,-6.254258,106.84271,Jakarta Selatan
1681,B04423P,Sbr. SMAN 38,-6.335833,106.83481,Jakarta Selatan
1682,B06893P,Jln. Danau Sunter Utara 1,-6.13751,106.87303,Jakarta Utara
1683,B04175P,Sbr. Ps. Ujung Menteng,-6.189773,106.96653,Jakarta Timur
1684,B02534P,Nurul Fikri Buaran,-6.220706,106.91798,Jakarta Timur
1685,B00673P,Graha Kemenpora,-6.214153,106.79891,Jakarta Pusat
1686,B02439P,MI Arruhaniyah Rorotan,-6.135438,106.96744,Jakarta Utara
1687,B02898P,Polres Jakut,-6.116415,106.89341,Jakarta Utara
1688,B06911P,Senayan JCC 3,-6.208123,106.8042,Jakarta Pusat
1689,B00291P,Dana Reksa,-6.181365,106.82451,Jakarta Pusat
1690,B01794P,Kalibata City 1,-6.255951,106.85404,Jakarta Selatan
1691,B00821P,Jagakarsa St. Lenteng Agung,-6.332399,106.83506,Jakarta Selatan
1692,B01158P,Jln. Industri I,-6.147508,106.83679,Jakarta Pusat
1693,B00715P,Groserindo,-6.249011,107.01686,
1694,B00360P,Flyover Karet 2,-6.214808,106.81847,Jakarta Selatan
1695,B01937P,Kel. Pondok Labu,-6.306356,106.79867,Jakarta Selatan
1696,B02963P,Pos Pengampuan,-6.199264,106.76162,Jakarta Barat
1697,B02527P,Nabawi Islamic School,-6.205542,106.89008,Jakarta Timur
1698,B00575P,Gg. Umbang Lingkar Timur,-6.189303,106.94454,Jakarta Timur
1699,B05078P,Simpang Pitungan,-6.100212,106.9606,Jakarta Utara
1700,P00220,Senen Sentral,-6.178287,106.84197,Jakarta Pusat
1701,B01878P,Kec. Kramat Jati 2,-6.284729,106.87136,Jakarta Timur
1702,B00882P,Jln. Bak Air 1,-6.115015,106.87245,Jakarta Utara
1703,B00373P,Flyover Slipi Kemanggisan,-6.189613,106.79742,Jakarta Barat
1704,B01241P,Jln. Kb. Nanas V Permata Hijau,-6.220567,106.78137,Jakarta Selatan
1705,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,
1706,B01690P,Jln. Trikora,-6.304918,106.86567,Jakarta Timur
1707,B02086P,KPP Pratama Cakung 2,-6.187946,106.96142,Jakarta Timur
1708,B06643P,Perempatan Gandul,-6.33963,106.79332,
1709,B05023P,Simpang Pahlawan Revolusi 1,-6.238658,106.899461,Jakarta Timur
1710,P00041,Cipinang,-6.213664,106.88986,Jakarta Timur
1711,B04070P,Sbr. Masjid Jami Unwanussaadah,-6.120217,106.92866,Jakarta Utara
1712,B04208P,Sbr. PKP Jakarta Islamic School,-6.339432,106.88349,Jakarta Timur
1713,B06835P,Gg. Sawo Jagakarsa,-6.340934,106.834082,Jakarta Selatan
1714,B02680P,Ps. Senen Jaya,-6.177735,106.84216,Jakarta Pusat
1715,B01975P,Kesatriyaan,-6.206703,106.85835,Jakarta Timur
1716,B01715P,Jln. Wr Supratman,-6.305661,106.75749,
1717,B02712P,Pemadam Grogol Utara,-6.213835,106.77772,Jakarta Selatan
1718,B03014P,Puri Imperium,-6.210463,106.83229,Jakarta Selatan
1719,B00573P,Gg. Trijaya IV Tebet Timur,-6.232163,106.8528,Jakarta Selatan
1720,B03772P,Sbr. Jln. Makam,-6.238208,106.77737,Jakarta Selatan
1721,B03574P,Sbr. Gg. Waru,-6.305912,106.91221,Jakarta Timur
1722,B03215P,RSUD Pasar Rebo 1,-6.304584,106.86212,Jakarta Timur
1723,B00591P,Gebu Minang,-6.225359,106.85576,Jakarta Selatan
1724,B04705P,Simpang Anyelir,-6.308233,106.86383,Jakarta Timur
1725,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,Jakarta Selatan
1726,B01263P,Kemang 4,-6.260102,106.81537,Jakarta Selatan
1727,B04542P,Sbr. TDP,-6.245574,106.90948,Jakarta Timur
1728,B00282P,CPI Belakang 1,-6.237437,106.89436,Jakarta Timur
1729,B01532P,Jln. Rama IX,-6.299269,106.90856,Jakarta Timur
1730,B06441P,Jln. Kemuning 3,-6.198954,106.863273,Jakarta Timur
1731,B01323P,Jln. Limo Jatinegara Timur,-6.223388,106.86808,Jakarta Timur
1732,B01665P,Jln. Tawakal VA,-6.16866,106.79501,Jakarta Barat
1733,B02105P,Kuningan Timur 2,-6.235912,106.82765,Jakarta Selatan
1734,B02736P,Perdatam,-6.249502,106.84284,Jakarta Selatan
1735,B00039P,Ampera Garden,-6.288794,106.81818,Jakarta Selatan
1736,B01544P,Jln. Rorotan V Gg. 1,-6.136056,106.95477,Jakarta Utara
1737,B02778P,Pertigaan Manunggal Al-Baidho,-6.297607,106.89681,Jakarta Timur
1738,B04231P,Sbr. Port Medical Center,-6.109966,106.88934,Jakarta Utara
1739,B04191P,Sbr. Perum Mutiara Indah Rorotan,-6.15611,106.96214,Jakarta Timur
1740,B03208P,RSUD Cilincing,-6.112966,106.92607,Jakarta Utara
1741,B04850P,Simpang Jln. 26 Selatan,-6.238345,106.92222,Jakarta Timur
1742,B00239P,Cempaka Putih Tengah,-6.176736,106.86444,Jakarta Pusat
1743,B02319P,Masjid Jami Al Makmur Klender,-6.212322,106.90082,Jakarta Timur
1744,B03039P,Puskesmas Batu Ampar,-6.283558,106.85936,Jakarta Timur
1745,B05136P,Simpang Sadar H. Montong,-6.337924,106.81347,Jakarta Selatan
1746,B06066P,Polres Metro Jakpus,-6.159496,106.8514,Jakarta Pusat
1747,B06186P,Rajiman 2,-6.200191,106.92225,Jakarta Timur
1748,B00637P,Gereja Santa Anna 2,-6.234003,106.91014,Jakarta Timur
1749,B05152P,Simpang SMKN 35,-6.161102,106.81006,Jakarta Pusat
1750,B03169P,RS Pusat Pertamina 1,-6.241352,106.79315,Jakarta Selatan
1751,B02183P,Ambassador,-6.224125,106.82663,Jakarta Selatan
1752,P00243,Taman Kota,-6.157176,106.75789,Jakarta Barat
1753,B04590P,Sbr. Yayasan Adi Luhur Gedong,-6.292934,106.85577,Jakarta Timur
1754,B00118P,Batalyon Kavaleri 2,-6.252704,106.65081,
1755,B01645P,Jln. Taman Sari XI,-6.150017,106.82676,Jakarta Barat
1756,B01781P,Joglo,-6.220009,106.74171,Jakarta Barat
1757,B00379P,Gading Griya Lestari,-6.141405,106.92188,Jakarta Utara
1758,B00958P,Jln. Bunga Cempaka II Cipete,-6.26868,106.80636,Jakarta Selatan
1759,B04610P,Sekolah Al Huda 1,-6.149731,106.72736,Jakarta Barat
1760,P00249,Tebet Eco Park II Arah Barat,-6.243338,106.85212,Jakarta Selatan
1761,B03101P,Romantis PIK Penggilingan,-6.205114,106.92803,Jakarta Timur
1762,B03054P,Puskesmas Kel. Papanggo,-6.129791,106.87234,Jakarta Utara
1763,B06065P,Puskesmas Sunter Agung I,-6.132513,106.85557,Jakarta Utara
1764,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,Jakarta Timur
1765,P00013,Kota,-6.13679,106.8149,Jakarta Barat
1766,B00844P,Jln. Al Hidayah Basmol,-6.163241,106.75058,Jakarta Barat
1767,B06427P,Jln. Kemuning Raya 1,-6.197144,106.864674,Jakarta Timur
1768,B03698P,Sbr. Jln. Gading Putih Raya,-6.175263,106.90064,Jakarta Utara
1769,B03680P,Sbr. Jln. Dahlia KDW,-6.348824,106.88443,Jakarta Timur
1770,B06039P,STIP 2,-6.104694,106.95903,Jakarta Utara
1771,P00175,Pesakih,-6.154803,106.71527,Jakarta Barat
1772,B06606P,Jln. H. Oyar,-6.17692,106.91824,Jakarta Utara
1773,B02049P,Komplek KPLP Marunda,-6.128493,106.95649,Jakarta Utara
1774,B00172P,Boulevard Kelapa Hybrida Raya 1,-6.148453,106.90965,Jakarta Utara
1775,B04786P,Simpang Danau Indah Raya,-6.15041,106.87981,Jakarta Utara
1776,B00115P,UPT. LLHD 2,-6.225501,106.83489,Jakarta Selatan
1777,B05036P,Simpang Panjang Kb. Jeruk 1,-6.198159,106.76922,Jakarta Barat
1778,B04651P,Sekolah Purba Adhika 2,-6.311017,106.78548,Jakarta Selatan
1779,B02112P,Lapangan Banteng 2,-6.171659,106.83527,Jakarta Pusat
1780,B03001P,Pulo Kamboja,-6.215656,106.79376,Jakarta Selatan
1781,B06567P,Sbr. PLTU Pluit,-6.112189,106.78596,Jakarta Utara
1782,B05508P,St. Tj. Barat 1,-6.307524,106.83926,Jakarta Selatan
1783,B04955P,Simpang Kramat Jaya Baru,-6.185568,106.85239,Jakarta Pusat
1784,B01502P,Jln. Pisangan Lama I,-6.214711,106.875,Jakarta Timur
1785,B04284P,Sbr. RS Islam Pondok Kopi,-6.220193,106.93904,Jakarta Timur
1786,B00290P,Dammara,-6.25419,106.83146,Jakarta Selatan
1787,B05118P,Simpang Raya PKP Cibubur I,-6.34034,106.87371,Jakarta Timur
1788,B05224P,Simprug 2,-6.225306,106.78929,Jakarta Selatan
1789,B01633P,Jln. Swasembada Barat XII,-6.122157,106.88881,Jakarta Utara
1790,B01250P,Jln. Kelapa Kopyor Barat IV,-6.168927,106.90405,Jakarta Utara
1791,B06641P,Jln. Cinere Raya,-6.3466,106.7767,
1792,B01756P,Jembatan Pantai Indah Utara 1,-6.121889,106.75204,Jakarta Utara
1793,B04047P,Sbr. Masjid Baitul Hilmi Tomang,-6.173734,106.79508,Jakarta Barat
1794,B05768P,Tol Bekasi Timur 1,-6.263808,107.01671,
1795,B02291P,Masjid Cut Meutia 1,-6.186763,106.834,Jakarta Pusat
1796,B00328P,Duren Sawit,-6.233341,106.91006,Jakarta Timur
1797,B02133P,Lenteng Agung,-6.322025,106.83629,Jakarta Selatan
1798,B05441P,St. Gambir 1,-6.178206,106.83152,Jakarta Pusat
1799,B06537P,Jln. Pisangan Baru Utara 2,-6.208644,106.86702,Jakarta Timur
1800,B04936P,Simpang Kepu Arteri Kelapa Gading,-6.177303,106.91253,Jakarta Utara
1801,B03151P,RS Medika Permata Hijau 4,-6.218438,106.77855,Jakarta Selatan
1802,B00389P,Gama Tower,-6.22414,106.83303,Jakarta Selatan
1803,B05425P,St. Blok A Dharmawangsa,-6.254652,106.79733,Jakarta Selatan
1804,B04157P,Sbr. Ps. Klender,-6.212317,106.9009,Jakarta Timur
1805,B03173P,RS Restu Kasih,-6.26606,106.86598,Jakarta Timur
1806,B05243P,SMA Angkasa 1,-6.24975,106.88267,Jakarta Timur
1807,B02910P,Polsek Koja,-6.119814,106.91686,Jakarta Utara
1808,B03071P,Ragunan 1,-6.305305,106.81831,Jakarta Selatan
1809,B03595P,Sbr. Giant Ekspres Pondok Kopi,-6.226376,106.94372,Jakarta Timur
1810,B05482P,St. MRT Asean 1,-6.23844,106.79858,Jakarta Selatan
1811,B00470P,Gg. H. Kamil,-6.185002,106.95902,Jakarta Timur
1812,B06447P,Jln. Pramuka 3,-6.194932,106.85986,Jakarta Pusat
1813,B05899P,Wolter Monginsidi,-6.238799,106.81376,Jakarta Selatan
1814,B06781P,Cawang UKI 2,-6.249647,106.873659,Jakarta Timur
1815,B00731P,H. Samali,-6.265888,106.84407,Jakarta Selatan
1816,B06067P,Sunter Muara 1,-6.144331,106.85745,Jakarta Utara
1817,B06268P,Rusun Harum Tebet,-6.235196,106.85195,Jakarta Selatan
1818,B05837P,Univ. Satya Negara,-6.241863,106.78286,Jakarta Selatan
1819,B01272P,Jln. Kenanga,-6.287468,106.81848,Jakarta Selatan
1820,B02432P,Mess Wirayudha 1,-6.241569,106.88041,Jakarta Timur
1821,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,Jakarta Selatan
1822,B01714P,Jln. Wisma Semar,-6.310604,106.80571,Jakarta Selatan
1823,B00058P,Apartemen Simprug Teras,-6.232197,106.78874,Jakarta Selatan
1824,P00286,Plumpang Pertamina Arah Selatan,-6.128467,106.89381,Jakarta Utara
1825,P00172,Permata Hijau,-6.221427,106.78325,Jakarta Selatan
1826,B01619P,Jln. Swadaya I,-6.297164,106.89478,Jakarta Timur
1827,B03104P,Roxy,-6.165833,106.80925,Jakarta Pusat
1828,B00615P,Gempol Baru 2,-6.186351,106.9547,Jakarta Timur
1829,B05778P,TPI,-6.292336,106.88879,Jakarta Timur
1830,B05838P,Univ. Satyagama,-6.143228,106.7295,Jakarta Barat
1831,B00307P,Dinas Lingkungan Hidup,-6.264168,106.87033,Jakarta Timur
1832,B06838P,Gg. Keramat,-6.329124,106.825056,Jakarta Selatan
1833,B00555P,Gg. Sawo 2,-6.201669,106.93518,Jakarta Timur
1834,B04325P,Sbr. SDN Batu Ampar 07,-6.284669,106.86303,Jakarta Timur
1835,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,Jakarta Pusat
1836,B03538P,Sbr. Gg. H. Yahya Balekambang,-6.287134,106.85062,Jakarta Timur
1837,B03062P,Puskesmas Petojo Utara,-6.168238,106.81088,Jakarta Pusat
1838,B00810P,Istiqlal 1,-6.172371,106.83071,Jakarta Pusat
1839,B06672P,Sbr. Rusun Harum Tebet,-6.235159,106.85202,Jakarta Selatan
1840,B00939P,Jln. Bina Lontar 1,-6.269343,106.91171,
1841,B05317P,SMKN 42,-6.144079,106.72937,Jakarta Barat
1842,B01149P,Jln. H. Ung,-6.164059,106.85306,Jakarta Pusat
1843,B05423P,Viva Futsal,-6.218724,106.81944,Jakarta Selatan
1844,B03416P,SDN Pondok Labu 11,-6.313269,106.80221,Jakarta Selatan
1845,B05694P,Telkom Tj. Priok,-6.11025,106.8842,Jakarta Utara
1846,B00220P,Bundaran Semper,-6.128609,106.91759,Jakarta Utara
1847,B02161P,LPP RRI 1,-6.252131,106.7913,Jakarta Selatan
1848,B00879P,Jln. B Basmol Raya,-6.161701,106.75176,Jakarta Barat
1849,B00693P,Grand Pasar Minggu,-6.290648,106.84236,Jakarta Selatan
1850,B04115P,Sbr. Mushola As Salam Batu Ampar,-6.271206,106.86034,Jakarta Timur
1851,B01278P,Jln. Kesadaran Pool Bus 2,-6.182447,106.91465,Jakarta Utara
1852,B05422P,STAI Az Ziyadah 2,-6.222785,106.90469,Jakarta Timur
1853,B04592P,Sbr. Yayasan Al Fakhriyyah,-6.213737,106.77513,Jakarta Barat
1854,B05502P,St. Sudirman 2,-6.201883,106.82277,Jakarta Pusat
1855,P00287,Permai Koja Arah Selatan,-6.114359,106.89314,Jakarta Utara
1856,B00394P,Gg. Ahmad Squadron,-6.268976,106.87751,Jakarta Timur
1857,B03687P,Sbr. Jln. Darmajaya Pejaten,-6.278599,106.84482,Jakarta Selatan
1858,B03232P,Ruko City Resort Cengkareng,-6.132828,106.7345,Jakarta Barat
1859,B01768P,Jembatan Sungai Landak 1,-6.104743,106.93983,Jakarta Utara
1860,B02244P,Masjid Al Huda Kemayoran,-6.163822,106.85274,Jakarta Pusat
1861,B02110P,Lapangan Arcici,-6.18326,106.86908,Jakarta Pusat
1862,B03514P,Sbr. Gg. Bungur IX Rambutan,-6.316993,106.88461,Jakarta Timur
1863,B04904P,Simpang Karang Tengah,-6.310364,106.78098,Jakarta Selatan
1864,B06469P,Jln. Gading Sengon Raya 2,-6.140116,106.90324,Jakarta Utara
1865,B00133P,Bhayangkara 1,-6.236949,106.64549,
1866,B04764P,Simpang Cibubur III/I,-6.344359,106.87407,Jakarta Timur
1867,B04039P,Sbr. Masjid Annur Tanah Abang,-6.189941,106.80648,Jakarta Barat
1868,B05128P,Simpang RP Soeroso,-6.191004,106.83603,Jakarta Pusat
1869,B04218P,Sbr. Polsek Makasar,-6.29086,106.8844,Jakarta Timur
1870,B00071P,Asrama Brimob Cilincing,-6.104565,106.93689,Jakarta Utara
1871,B02869P,Plaza Pp Condet 1,-6.302522,106.85729,Jakarta Timur
1872,B00074P,Asrama Marinir Marunda 2,-6.114579,106.95023,Jakarta Utara
1873,B02716P,Pemadam Mampang Prapatan,-6.239988,106.82684,Jakarta Selatan
1874,B00424P,Gg. Bina Citra Susukan,-6.312068,106.87178,Jakarta Timur
1875,P00116,Kota Harapan Indah 1,-6.193598,106.97335,
1876,B01410P,Jln. Murai II Jati Padang,-6.287663,106.82545,Jakarta Selatan
1877,B06131P,Jln. Kramat Jaya Baru I,-6.184338,106.855207,Jakarta Pusat
1878,B02015P,Komplek Abadi 1,-6.229617,106.90793,Jakarta Timur
1879,B00727P,H. Moh Nail,-6.379503,106.85084,
1880,B02981P,Pospol Tomang 2,-6.174341,106.80489,Jakarta Barat
1881,B02101P,KUA Pasar Minggu,-6.300085,106.82626,Jakarta Selatan
1882,B06049P,Melody Golf,-6.091746,106.7461,
1883,B00946P,Jln. Buah Cijantung,-6.329411,106.86572,Jakarta Timur
1884,P00023,Bulak Kapal 2,-6.251121,107.02366,
1885,B00665P,GP Mall 1,-6.259636,107.01988,
1886,B00141P,Billy Moon 2,-6.248131,106.92944,Jakarta Timur
1887,B02053P,Komplek Mandiri Giant Express 2,-6.297573,106.76499,
1888,B03866P,Sbr. Jln. Tanah Sereal XIII,-6.155226,106.80802,Jakarta Barat
1889,B00372P,Flyover Setiabudi,-6.202064,106.8281,Jakarta Pusat
1890,B04855P,Simpang Jln. Bumi Raya,-6.225145,106.91238,Jakarta Timur
1891,B01775P,JGC Indonesia,-6.292627,106.80196,Jakarta Selatan
1892,B01668P,Jln. Tebet Barat VIII,-6.238492,106.85002,Jakarta Selatan
1893,B01010P,Jln. Cipinang Tengah,-6.239989,106.88723,Jakarta Timur
1894,B04020P,Sbr. Masjid Al Falah Pinang,-6.274229,106.77506,Jakarta Selatan
1895,B00868P,Jln. Aselih,-6.347277,106.79695,Jakarta Selatan
1896,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,Jakarta Selatan
1897,B06907P,PIK2 Pantjoran,-6.089429,106.741383,
1898,B03505P,Sbr. Gg. Barokah Lingkar Timur,-6.196525,106.94396,Jakarta Timur
1899,B05227P,Singapore International School,-6.149554,106.915842,Jakarta Utara
1900,B03760P,Sbr. Jln. Kuning Tua,-6.164771,106.91,Jakarta Utara
1901,B02191P,Mall Kelapa Gading,-6.156338,106.90815,Jakarta Utara
1902,B01680P,Jln. Tiang Bendera III,-6.134768,106.80901,Jakarta Barat
1903,B03588P,Sbr. Gereja Jemaat Kiwi,-6.339179,106.87221,Jakarta Timur
1904,B05783P,TPU Karet Bivak,-6.201241,106.814,Jakarta Pusat
1905,B06740P,Sbr. Jln. Barito II,-6.248808,106.795903,Jakarta Selatan
1906,B03583P,Sbr. Gelanggang Remaja Tj. Priok,-6.138765,106.87197,Jakarta Utara
1907,B04814P,Simpang Gelong Baru Tengah Utara,-6.174399,106.79489,Jakarta Barat
1908,B05828P,Univ. Darma Persada 2,-6.230546,106.92473,Jakarta Timur
1909,B04091P,Sbr. MI Arruhaniyah Rorotan,-6.135394,106.96739,Jakarta Utara
1910,B01597P,Jln. Srengseng Raya 1,-6.217561,106.75992,Jakarta Barat
1911,B00064P,Ariobimo Sentral,-6.227471,106.83328,Jakarta Selatan
1912,B03343P,SDN Cengkareng Timur 05,-6.149212,106.72804,Jakarta Barat
1913,P00210,RSPAD,-6.175485,106.83674,Jakarta Pusat
1914,B05075P,Simpang Pisangan Lama III Selatan,-6.213529,106.87885,Jakarta Timur
1915,B04926P,Simpang Kemang Timur Utara,-6.258729,106.82311,Jakarta Selatan
1916,B04003P,Sbr. Madrasah Hasanatuddarain,-6.221049,106.90458,Jakarta Timur
1917,B06051P,Puri Matahari,-6.18335,106.729925,Jakarta Barat
1918,B03666P,Sbr. Jln. Busika Raya Ciracas,-6.330074,106.87292,Jakarta Timur
1919,B01441P,Jln. Palmerah Barat IV,-6.206862,106.78637,Jakarta Barat
1920,B03569P,Sbr. Gg. Tamansari Ragunan,-6.305226,106.81619,Jakarta Selatan
1921,B03323P,SD Diakonia 2,-6.112346,106.78905,Jakarta Utara
1922,B02433P,Mess Wirayudha 2,-6.242076,106.88072,Jakarta Timur
1923,B03276P,Rusun Jatinegara Kaum Depan,-6.212768,106.89945,Jakarta Timur
1924,P00147,Pasar Baru,-6.166129,106.83483,Jakarta Pusat
1925,B02223P,Marlindo Marunda,-6.121746,106.95715,Jakarta Utara
1926,B01867P,Kec. Cilincing,-6.102739,106.93894,Jakarta Utara
1927,B03078P,Rawa Bambu,-6.294753,106.84078,Jakarta Selatan
1928,B04030P,Sbr. Masjid Al Mukarromah Lagoa,-6.112884,106.91091,Jakarta Utara
1929,B03265P,Rumah Sipitung,-6.100075,106.96054,Jakarta Utara
1930,B03419P,SDN Pulo Gebang 20,-6.208286,106.95916,Jakarta Timur
1931,B06640P,Sbr. Jln. Mampang Prapatan VI,-6.247118,106.82606,Jakarta Selatan
1932,B03091P,Raya Pulo Gebang Akses St. Cakung,-6.216671,106.95301,Jakarta Timur
1933,B00345P,Exit Tol Veteran Bintaro,-6.262649,106.76654,Jakarta Selatan
1934,B03592P,Sbr. Gereja Protestan Tugu,-6.123705,106.92338,Jakarta Utara
1935,B01029P,Jln. Damai Susukan,-6.316684,106.87314,Jakarta Timur
1936,B00107P,Bamed Health Care,-6.203485,106.73102,Jakarta Barat
1937,B04807P,Simpang Gaharu MPR Raya,-6.28008,106.80245,Jakarta Selatan
1938,B02059P,Komplek Pertokoan Cempaka Putih,-6.173296,106.85976,Jakarta Pusat
1939,B01181P,Jln. Jeruk Nipis,-6.197556,106.76575,Jakarta Barat
1940,B05460P,St. Klender Muka,-6.212928,106.89948,Jakarta Timur
1941,B03331P,SD Santa Maria Gambir,-6.167007,106.82442,Jakarta Pusat
1942,B02987P,Praktekan Bangunan Barat 1,-6.189877,106.88165,Jakarta Timur
1943,B06086P,Tebet Eco Park Selatan 3,-6.241699,106.85365,Jakarta Selatan
1944,B01469P,Jln. Pendet,-6.172117,106.90895,Jakarta Utara
1945,B02310P,Masjid Jami Al Fallah,-6.111213,106.92576,Jakarta Utara
1946,B05377P,SMPN 245,-6.225869,106.73983,Jakarta Selatan
1947,P00006,Atrium,-6.176251,106.84023,Jakarta Pusat
1948,B05987P,Masjid Bahari 2,-6.12396,106.81329,Jakarta Utara
1949,B04321P,Sbr. SD Kartika X-4,-6.259265,106.75617,Jakarta Selatan
1950,B05645P,Taman Rekreasi Wiladatika,-6.369751,106.89248,
1951,B02842P,Pintu Barat Ragunan 1,-6.310788,106.81622,Jakarta Selatan
1952,B04201P,Sbr. Pesona Square,-6.379679,106.84426,
1953,B05792P,TPU Rawabunga,-6.224528,106.8705,Jakarta Timur
1954,B01165P,Jln. Janur Hijau IV,-6.171558,106.89825,Jakarta Utara
1955,B03282P,Rusun Marunda,-6.097099,106.96231,Jakarta Utara
1956,B03040P,Puskesmas Cakung,-6.198025,106.90511,Jakarta Timur
1957,B00713P,Griya Kukila Halim Perdanakusuma,-6.28456,106.90678,Jakarta Timur
1958,B01330P,Jln. Madrasah Al Husna,-6.299956,106.77531,Jakarta Selatan
1959,B00032P,Al Wathoniyah 2,-6.192425,106.93568,Jakarta Timur
1960,B05781P,TPU Bungur,-6.247208,106.77889,Jakarta Selatan
1961,B05500P,St. Sawah Besar 1,-6.159888,106.82767,Jakarta Pusat
1962,B04478P,Sbr. SMPN 200,-6.15813,106.955908,Jakarta Timur
1963,B00174P,Boulevard Pelepah Raya,-6.159256,106.90317,Jakarta Utara
1964,B00216P,Bundaran Alam Sutera 1,-6.244107,106.64889,
1965,B03132P,RS Dr Suyoto,-6.267779,106.76599,Jakarta Selatan
1966,B05936P,YPI Al Huda Kb. Jeruk,-6.202423,106.76924,Jakarta Barat
1967,B03377P,SDN Johar Baru 10,-6.181262,106.86023,Jakarta Pusat
1968,B04620P,Sekolah Bhudaya Santo Agustinus Cipinang,-6.209888,106.88474,Jakarta Timur
1969,B01643P,Jln. Taman Sari I,-6.161249,106.82678,Jakarta Barat
1970,B06147P,Pasar Pulo Jaya,-6.195007,106.92255,Jakarta Timur
1971,B06084P,Tebet Eco Park Selatan 1,-6.239199,106.85181,Jakarta Selatan
1972,B05084P,Simpang Pondok Bambu Batas 3,-6.241251,106.90098,Jakarta Timur
1973,B05836P,Univ. Sahid 2,-6.235598,106.84415,Jakarta Selatan
1974,B04661P,Sekolah Tarsisius 2,-6.199502,106.7824,Jakarta Barat
1975,B03227P,Ruko Aries Niaga,-6.192569,106.74462,Jakarta Barat
1976,B00237P,Cek & Ricek,-6.215349,106.72961,Jakarta Barat
1977,B01031P,Jln. Danau Singkarak,-6.207851,106.81109,Jakarta Pusat
1978,B05142P,Simpang Semangka I,-6.179887,106.8059,Jakarta Barat
1979,B04497P,Sbr. SMPN 75,-6.198665,106.76593,Jakarta Barat
1980,B00067P,Arsip Nasional RI 2,-6.279481,106.81995,Jakarta Selatan
1981,B03918P,Sbr. Kel. Jelambar,-6.161593,106.78153,Jakarta Barat
1982,B03765P,Sbr. Jln. Limo Grogol Selatan,-6.225216,106.77841,Jakarta Selatan
1983,B00482P,Gg. H. Syarip Sawah Mede,-6.099468,106.70596,Jakarta Barat
1984,B00014P,Airy Eco Binus,-6.195282,106.78881,Jakarta Barat
1985,B06081P,Sbr. BNN Jakarta Utara,-6.132604,106.86425,Jakarta Utara
1986,B04822P,Simpang Hadiah,-6.161701,106.78412,Jakarta Barat
1987,P00027,Cakung Cilincing,-6.184223,106.94231,Jakarta Timur
1988,B02525P,Mutiara Pulo Dukuh,-6.302629,106.87781,Jakarta Timur
1989,B00921P,Jln. Bekasi Timur V,-6.215085,106.87684,Jakarta Timur
1990,B03373P,SDN Jatipulo 08,-6.180282,106.79911,Jakarta Barat
1991,B01376P,Jln. Masjid Soeprapto,-6.277536,106.87806,Jakarta Timur
1992,B05971P,Sbr. SMA 40,-6.1313,106.84154,Jakarta Utara
1993,B03799P,Sbr. Jln. Mutiara Benhil,-6.209626,106.81226,Jakarta Pusat
